id,term,categories,alternative spellings,notable_names,appeared_year,search_results_gscholar,source_1_citation,source_1_doi,source_2_citation,source_2_doi,source_3_citation,source_3_doi,definition,definition_url,parent_id,sibling_id_1,sibling_id_2,sibling_id_3
CC2F3516,Privately Owned Journalism,Organization,,,null,3,"Skjerdal, T. S. (2011). Development journalism revived: The case of Ethiopia. Ecquid Novi: African Journalism Studies, 32(2), 58-74.",https://doi.org/10.1080/02560054.2011.578879,"Kasoma, T. (2009). Development reporting as a crumbling tower? Impact of brown envelope journalism on journalistic practice in Zambia and Ghana. Global Media Journal-African Edition, 3(1), 18-32.",,"Edeani, D. O. (1993). Role of development journalism in Nigeria's development. Gazette (Leiden, Netherlands), 52(2), 123-143.",https://doi.org/10.1177/001654929305200204,,,,,,
97CCCE11,Process Journalism,Organization,,,1984-12-09T05:00:00+0000',987,"Hausman, C. (1990). The decision-making process in journalism. Nelson-Hall.",,"McNair, B. (2000). Journalism and democracy.",https://doi.org/10.4324/9780203021286,"Tandoc Jr, E. C. (2014). Journalism is twerking? How web analytics is changing the process of gatekeeping. New media & society, 16(4), 559-575.",https://doi.org/10.1177/1461444814530541,,,,,,
FCB9BE43,Product Journalism,"Organization, Motivation",,,2013-10-31T12:35:00+0000',152,"Bull, A. (2013). Brand journalism. Routledge.",https://doi.org/10.4324/9780203083574,"Artwick, C. G. (2013). Reporters on Twitter: Product or service?. Digital Journalism, 1(2), 212-228.",https://doi.org/10.1080/21670811.2012.744555,"Tremayne, M., Weiss, A. S., & Alves, R. C. (2007). From product to service: The diffusion of dynamic content in online newspapers. Journalism & Mass Communication Quarterly, 84(4), 825-839.",https://doi.org/10.1177/107769900708400411,,,,,,
C27AC503,Public Journalism,"Motivation, Audience",,,1865-10-15T05:00:00+0000',10200,"Nip, J. Y. (2006). Exploring the second phase of public journalism. Journalism studies, 7(2), 212-236.",https://doi.org/10.1080/14616700500533528,"Glasser, T. L. (Ed.). (1999). The idea of public journalism. Guilford Press.",,"Haas, T. (2005). From “Public Journalism” to the “Public's Journalism”? Rhetoric and reality in the discourse on weblogs. Journalism Studies, 6(3), 387-396.",https://doi.org/10.1080/14616700500132073,"""Public journalism—also known as civic journalism—is a type of journalism that promotes the inclusion of private citizens in the news media, so that citizens can be included in public discussions and possible actions focused on solving societal problems.""","Bro, P. (2019, 29 Apr). Public or Civic Journalism. https://doi.org/10.1002/9781118841570.iejs0140",,,,
5F358AE5,Public Domain Journalism,Organization,,"Mike Ananny, Daniel Kreiss",null,29,"Ananny, M., & Kreiss, D. (2011). A new contract for the press: Copyright, public domain journalism, and self-governance in a digital age. Critical Studies in Media Communication, 28(4), 314-333.",https://doi.org/10.1080/15295036.2010.519339,"Flew, T., Spurgeon, C., Daniel, A., & Swift, A. (2012). The promise of computational journalism. Journalism Practice, 6(2), 157-171.",https://doi.org/10.1080/17512786.2011.616655,"Trench, B. (2007). 13 How the Internet changed science journalism. Journalism, science and society, 133.",,,,,,,
77AFED28,Public Interest Journalism,Motivation,,,1989-02-26T05:00:00+0000',1470,"Carvajal, M., García-Avilés, J. A., & González, J. L. (2012). Crowdfunding and non-profit media: The emergence of new models for public interest journalism. Journalism Practice, 6(5-6), 638-647.",https://doi.org/10.1080/17512786.2012.667267,"Iggers, J. (2018). Good news, bad news: Journalism ethics and the public interest. Routledge.",https://doi.org/10.4324/9780429500145,"Cook, F. L., Tyler, T. R., Goetz, E. G., Gordon, M. T., Protess, D., Leff, D. R., & Molotch, H. L. (1983). Media and agenda setting: Effects on the public, interest group leaders, policy makers, and policy. Public opinion quarterly, 47(1), 16-35.",https://doi.org/10.1086/268764,,,,,,
407581E6,Public Radio Journalism,"Medium, Organization",,,2016-10-27T09:00:18+0000',76,"Barnhurst, K. G. (2003). The makers of meaning: National Public Radio and the new long journalism, 1980-2000. Political Communication, 20(1), 1-22.",https://doi.org/10.1080/10584600390172374,"Crook, T. (2002). International radio journalism. Routledge.",https://doi.org/10.4324/9780203423233,"Lewis, J., Williams, A., & Franklin, B. (2008). A compromised fourth estate? UK news journalism, public relations and news sources. Journalism studies, 9(1), 1-20.",https://doi.org/10.1080/14616700701767974,"""American public radio journalism consists of the news and public affairs programs that can be heard on noncommerical radio stations and includes a variety of formats, from news magazines to public affairs programs to listener call-in programs. [...] Public radio journalism offers greater variety and depth than is typically provided on commercial stations, covering not only breaking news but also science and the arts.""","Shrikhande, S. (2009). Public Radio Journalism. 1148-1154. http://dx.doi.org/10.4135/9781412972048.n250",,,,
B863DD56,Public Service Journalism,Organization,,,1986-04-03T05:00:00+0000',1470,"Eide, M., & Knight, G. (1999). Public/private service: Service journalism and the problems of everyday life. European Journal of Communication, 14(4), 525-547.",https://doi.org/10.1177/0267323199014004004,"Wahl-Jorgensen, K., & Hanitzsch, T. (Eds.). (2009). The handbook of journalism studies. Routledge.",,"Beam, R. A., Brownlee, B. J., Weaver, D. H., & Di Cicco, D. T. (2009). Journalism and public service in troubled times. Journalism Studies, 10(6), 734-753.",https://doi.org/10.1080/14616700903274084,"""Public service journalism exists as part of a global media that has been referred to as a “mediapolis”: descriptively, a place, a communicative system where the world is constituted, and by means of which we learn about Others. [...] In sum, public service journalism consists of civil expression of information, accommodating a multiplicity of voices, the news conceived of as discursive rather than merely informational, and the public conceived of as critical interpreting citizens rather than informed readers.""","Harrison, J. (2019, Mar). Public Service Journalism. Doi: 10.1093/acrefore/9780190228613.013.867",,,,
683F6FE3,Public Television Journalism,Medium,,,1974-07-21T05:00:00+0000',49,"O'Toole, K. (2009). Public television journalism. In C. H. Sterling Encyclopedia of journalism (pp. 1155-1161). Thousand Oaks, CA: SAGE Publications, Inc.",http://sk.sagepub.com/reference/journalism/n321.xml,,,,,"""Public television news is an alternative to commercial news programming that positions the audience as information-seeking citizens rather than consumers. The public television model seeks to provide news that is important to a self-governing public regardless of its commercial viability in the electronic media marketplace.""",Public Television Journalism. http://dx.doi.org/10.4135/9781412972048.n321,,,,
CE349741,Punk Journalism,Beat,,,null,46,"Serazio, M. The irreverent life and uncompromising death of Deadspin: Sports blogging as punk journalism. Journalism, 1464884920987690.",https://doi.org/10.1177%2F1464884920987690,"Miller, A. (2016). Punk Journalism: searching for authenticity and identity in Robert Juan-Cantavella’s ‘El Dorado’ (Doctoral dissertation, University of British Columbia).",,"Triggs, T. (2006). Scissors and glue: punk fanzines and the creation of a DIY aesthetic. Journal of Design History, 19(1), 69-83.",https://doi.org/10.1093/jdh/epk006,,,,,,
69AF6A81,Quality Journalism,Motivation,,,1972-05-18T05:00:00+0000',10300,"Andrews, P. (2003). Is blogging journalism?. Nieman Reports, 57(3), 63.",,"Koch, J. (2008). Strategic paths and media management—a path dependency analysis of the German newspaper branch of high quality journalism. Schmalenbach Business Review, 60(1), 50-73.",,"Abramson, J. (2010). Sustaining quality journalism. Daedalus, 139(2), 39-44.",https://doi.org/10.1162/daed.2010.139.2.39,,,,,,
930A2D98,Quantified Journalism,Technology,,,null,8,"Anderson, C. W. (2011). Between creative and quantified audiences: Web metrics and changing patterns of newswork in local US newsrooms. Journalism, 12(5), 550-566.",https://doi.org/10.1177/1464884911402451,"Zamith, R. (2018). Quantified audiences in news production: A synthesis and research agenda. Digital Journalism, 6(4), 418-435.",https://doi.org/10.1080/21670811.2018.1444999,"Usher, N. (2013). Al Jazeera English online: Understanding web metrics and news production when a quantified audience is not a commodified audience. Digital Journalism, 1(3), 335-351.",https://doi.org/10.1080/21670811.2013.801690,,,,,,
2E4FA049,Radical Journalism,Motivation,,,1971-12-14T05:00:00+0000',1600,"Atton, C. (2002). News cultures and new social movements: Radical journalism and the mainstream media. Journalism Studies, 3(4), 491-505.",https://doi.org/10.1080/1461670022000019209,"Platon, S., & Deuze, M. (2003). Indymedia journalism: A radical way of making, selecting and sharing news?. Journalism, 4(3), 336-355.",https://doi.org/10.1177/14648849030043005,"Atton, C. (2003). What isalternative'journalism?.",,"""Activist and radical journalism, and radical media as its outlet, are defined as media and journalism that posit an alternative vision to the current state of affairs and its policies, priorities, and perspectives. [...] Activist and radical journalism can be further defined in terms of its relationship to mainstream journalism, pointing to an occasional overlap with alternative journalism.""","Siapera, E. & Farrell, S. (2019, 29 Apr). Activist and Radical Journalism. https://doi.org/10.1002/9781118841570.iejs0115",,,,
BF3F708B,Radio Journalism,Medium,,,1964-02-10T05:00:00+0000',5850,"Crook, T. (2002). International radio journalism. Routledge.",https://doi.org/10.4324/9780203423233,"Starkey, G., & Crisell, A. (2009). Radio journalism. Sage.",,"Chantler, P., & Stewart, P. (2013). Basic radio journalism. CRC Press.",,,,,,,
3FB93FC1,Real-time Journalism,Time,,,2019-08-20T10:00:04+0000',139,"Bruns, A. (2011). Gatekeeping, gatewatching, real-time feedback: new challenges for journalism. Brazilian Journalism Research, 7(2), 117-136.",https://doi.org/10.25200/BJR.v7n2.2011.355,"Hermida, A. (2013). # Journalism: Reconfiguring journalism research about Twitter, one tweet at a time. Digital journalism, 1(3), 295-313.",https://doi.org/10.1080/21670811.2013.808456,"Hermida, A. (2010). From TV to Twitter: How ambient news became ambient journalism. Media/Culture Journal, 13(2).",,,,,,,
36BF01C6,Reciprocal Journalism,Audience,,Seth Lewis,null,400,"Lewis, S. C., Holton, A. E., & Coddington, M. (2014). Reciprocal journalism: A concept of mutual exchange between journalists and audiences. Journalism Practice, 8(2), 229-241.",https://doi.org/10.1080/17512786.2013.859840,"Groshek, J., & Tandoc, E. (2016, July). The affordance effect: Gatekeeping and (non) reciprocal journalism on Twitter. In Proceedings of the 7th 2016 International Conference on Social Media & Society (p. 21). ACM.",https://doi.org/10.1145/2930971.2930993,"Borger, M., Van Hoof, A., & Sanders, J. (2016). Expecting reciprocity: Towards a model of the participants’ perspective on participatory journalism. New media & society, 18(5), 708-725.",https://doi.org/10.1177/1461444814545842,,,,,,
84225794,Reform Journalism,Motivation,,,1992-11-27T05:00:00+0000',648,"Clark, L. S. (2013). Cultivating the media activist: How critical media literacy and critical service learning can reform journalism education. Journalism, 14(7), 885-903.",https://doi.org/10.1177/1464884913478361,"Ward, S. J. (2009). Journalism ethics. The handbook of journalism studies, 295-309.",,"Rosen, J. (1995). Public journalism: A case for public scholarship. Change: The Magazine of Higher Learning, 27(3), 34-38.",https://doi.org/10.1080/00091383.1995.10544661,,,,,,
1F80EAC7,Relational Journalism,"Audience, Motivation",,,null,61,"Lewis, S. C. (2020). Lack of trust in the news media, institutional weakness, and relational journalism as a potential way forward. Journalism, 21(3), 345-348.",https://doi.org/10.1177%2F1464884918807597,,,,,,,,,,
71C183E0,Robot Journalism,Technology,,,2010-11-27T18:37:17+0000',731,"Clerwall, C. (2014). Enter the robot journalist: Users' perceptions of automated content. Journalism Practice, 8(5), 519-531.",https://doi.org/10.1080/17512786.2014.883116,"Kim, D., & Kim, S. (2017). Newspaper companies' determinants in adopting robot journalism. Technological Forecasting and Social Change, 117, 184-195.",https://doi.org/10.1016/j.techfore.2016.12.002,"Latar, N. L. (2015). The robot journalist in the age of social physics: The end of human journalism?. In The new world of transitioned media (pp. 65-80). Springer, Cham.",https://doi.org/10.1007/978-3-319-09009-2_6,"""Beim noch sehr jungen und sich derzeit ausdifferenzierenden Genre Roboterjournalismus handelt es sich […] 'um Software, die in Teilbereichen des Journalismus selbstständige Artikel und Berichte erstellt'.""","Bächle, T. C. und Rath-Wiggins, L. Robot Journalism. In: Deutscher Fachjournalisten-Verband (Hrsg.), Journalistische Genres (2017). 359-372.",,,,
3D9669EA,Rogue Journalism,Motivation,,,null,11,"Goltz, T. (2015). Azerbaijan Diary: A Rogue Reporter's Adventures in an Oil-rich, War-torn, Post-Soviet Republic: A Rogue Reporter's Adventures in an Oil-rich, War-torn, Post-Soviet Republic. Routledge.",https://doi.org/10.4324/9781315706238,"Aghadiegwu, U. C., & Ogbonna, U. A. (2015). The Rise of Hate and Peace Journalism In The Nigerian Democratization Process: The Place of the New Media. Communication Panorama African and Global Perspectives, 1(1).",,"Lynch, J. (2006). What’s so great about peace journalism. Global Media Journal: Mediterranean Edition, 1(1), 74-87.",,,,,,,
1899EF86,Rural Journalism,Location,,,1939-04-21T05:00:00+0000',550,"Ansah, P. (1981). Rural Journalism in Africa. Reports and Papers on Mass Communication No. 88. UNIPUB, 345 Park Ave., New York, NY 10010..",,"Mudliar, P., Donner, J., & Thies, W. (2013). Emergent practices around CGNet Swara: A voice forum for citizen journalism in rural India. Information Technologies & International Development, 9(2), pp-65.",,"Kendrick, M., Early, M., & Chemjor, W. (2013). Integrated literacies in a rural Kenyan girls' secondary school journalism club. Research in the Teaching of English, 391-419.",,,,,,,
13530E34,Satellite Journalism,Technology,,,null,6,"Zimmerman, P. D. (1990). Remote sensing satellites, superpower relations and public diplomacy. Space Policy, 6(1), 19-32.",https://doi.org/10.1016/0265-9646(90)90004-H,"Dirbaba, B. O., & O’Donnell, P. (2012). The double talk of manipulative liberalism in Ethiopia: An example of new strategies of media repression. African Communication Research, 5(3), 283-312.",,"Sparre, K. (2000). Conceptualising changes in war reporting. Sicherheit und Frieden (S+ F)/Security and Peace, 252-258.",,,,,,,
836CC5C5,Science Journalism,Beat,,,1954-08-08T05:00:00+0000',15300,"Brumfiel, G. (2009). Science journalism: Supplanting the old media?. Nature News, 458(7236), 274-277.",https://doi.org/10.1038/458274a,"Bauer, M. W., & Bucchi, M. (Eds.). (2008). Journalism, science and society: Science communication between news and public relations. Routledge.",,"Dunwoody, S. (2014). Science journalism: prospects in the digital age. In Routledge handbook of public communication of science and technology (pp. 43-55). Routledge.",,"""In a classic sense science journalism deals with results, institutions, and processes in science, technology, and medicine. [...] Science reporting is not necessarily prompted by the science system. The occasion may also arise from interesting phenomena in daily life or from general news [...].""","Wormer, H. (2009, 23 Nov). Science Journalism. https://doi.org/10.1002/9781405186407.wbiecs016",,,,
82D09083,Scientific Journalism,Beat,,,1864-01-22T05:00:00+0000',4900,"Kronick, D. A. (1990). Peer review in 18th-century scientific journalism. Jama, 263(10), 1321-1322.",10.1001/jama.1990.03440100021002,"De Semir, V. (2000). Scientific journalism: Problems and perspectives. International Microbiology, 3(2), 125-128.",,"Stocking, S. H., & Holstein, L. W. (1993). Constructing and reconstructing scientific ignorance: Ignorance claims in science and journalism. Knowledge, 15(2), 186-210.",https://doi.org/10.1177/107554709301500205,"""Scientific journalism is the practice of including primary sources along with journalistic stories. The concept has been championed by Julian Assange of WikiLeaks and is inspired by the philosophy of Karl Popper. Primary-source hosting allows the reader to verify a document's information.""",Scientific Journalism. https://en.wikipedia.org/wiki/Scientific_journalism (05.12.19),,,,
A79DC7A1,Selfie Journalism,"Technology, Motivation",,,null,48,"Maniou, A. T., & Veglis, A. (2016). ‘Selfie Journalism’: Current Practices in Digital Media. Studies in Media and Communication, 4(1), 111-118.",https://doi.org/10.11114/smc.v4i1.1637,"Koliska, M., & Roberts, J. (2015). Selfies| selfies: Witnessing and participatory journalism with a point of view. International Journal of Communication, 9, 14.",,"Omar, Y. (2015). Selfie journalism: journalism next. Rhodes Journalism Review, 2015(35), 36-39.",,,,,,,
881DBA03,Sensationalism,Motivation,,,1860-06-02T05:00:00+0000',92200,"Agassi, J. (1966). Sensationalism. Mind, 75(297), 1-24.",https://www.jstor.org/stable/2251707,"Cvetkovich, A. (1992). Mixed feelings: feminism, mass culture, and Victorian sensationalism (p. 15). New Brunswick, NJ: Rutgers University Press.",,"Riffenburgh, B. (1993). The myth of the explorer: the press, sensationalism, and geographical discovery. London: Belhaven Press.",,,,,,,
EC5E2C1A,Sensor Journalism,Technology,,,null,96,"Mair, J., & Keeble, R. L. (2014). Data Journalism. Harry N. Abrams, Inc..",,"Graefe, A. (2016). Guide to automated journalism.",https://doi.org/10.7916/D80G3XDJ,"Molina, M. (2012, November). Simulating data journalism to communicate hydrological information from sensor networks. In Ibero-American Conference on Artificial Intelligence (pp. 722-731). Springer, Berlin, Heidelberg.",,"""Sensor journalism refers to the use of sensors to generate or collect data, then analyzing, visualizing, or using the data to support journalistic inquiry. This is related to but distinct from data journalism. Whereas data journalism relies on using historical or existing data, sensor journalism involves the creation of data with sensor tools. This also includes drone journalism."" ",Sensor Journalism. https://en.wikipedia.org/wiki/Sensor_journalism (05.12.19),,,,
D3590D1D,Service Journalism,Motivation,,,1974-12-06T05:00:00+0000',3040,"Eide, M., & Knight, G. (1999). Public/private service: Service journalism and the problems of everyday life. European Journal of Communication, 14(4), 525-547.",https://doi.org/10.1177/0267323199014004004,"Beam, R. A., Brownlee, B. J., Weaver, D. H., & Di Cicco, D. T. (2009). Journalism and public service in troubled times. Journalism Studies, 10(6), 734-753.",https://doi.org/10.1080/14616700903274084,"Hanitzsch, T. (2007). Deconstructing journalism culture: Toward a universal theory. Communication theory, 17(4), 367-385.",https://doi.org/10.1111/j.1468-2885.2007.00303.x,"""Service journalism is a term for generally consumer-oriented features and advice, ranging from the serious to the frivolous.""",Service Journalism. https://en.wikipedia.org/wiki/Service_journalism (05.12.19),,,,
E8DDA43B,Sex Journalism,Beat,,,1981-05-10T05:00:00+0000',70,"Middleweek, B. (2020). What is sex journalism or, rather, how does it become? Interviews with news workers on the risk and precarity of a gendered news niche. Journalism.",https://doi.org/10.1177/1464884920952267,"Middleweek, B. (2019). In a pink ghetto: how female news workers define sex journalism. Sex and Journalism: Critical Global Perspectives.",,,,"""In the limited scholarly research on the topic, sex journalism is defined according to different parameters. Mark McLelland locates sex journalism (or sei jānarizumu) historically in the ‘upsurge in sexual discourse’ in the Japanese kasutori (the ‘dregs’) or ‘sex press’ of the 1940s and 50s. […] Others such as McBride et al. define what they call ‘sexual science news’ by topic coverage comprising ‘sexuality, sexual behavior and sexual health’.""","Middleweek, B. (2020). What is sex journalism or, rather, how does it become? Interviews with news workers on the risk and precarity of a gendered news niche. Journalism. https://doi.org/10.1177/1464884920952267",,,,
85134A42,Slow Journalism,Time,,,null,1360,"Le Masurier, M. (2015). What is slow journalism?. Journalism practice, 9(2), 138-152.",https://doi.org/10.1080/17512786.2014.916471,"Johnson, M. L. (1971). The new journalism. Lawrence, KS: University Press of Kansas.",,"Greenberg, S. (2012). Slow journalism in the digital fast lane. Global literary journalism: Exploring the journalistic imagination, 381-393.",,"""Slow journalism has emerged in the past 10 years as a term to describe a current phenomenon in journalistic practice and scholarship. It refers to a type of journalism that acts as a critique and response to the inaccuracies, overproduction, and ethical challenges of much journalism produced in the contemporary accelerated media environment.""","Le Masurier, M. (2019, 29 Apr). Slow Journalism. https://doi.org/10.1002/9781118841570.iejs0142",,,,
FB58FE7A,Small-Town Journalism,Location,,,1911-04-29T05:00:00+0000',180,"Kennedy, B. M. (1974). Community Journalism: A Way of Life.",,"Reader, B. (2012). Community journalism. Foundations of community journalism.",,"Reader, B. (2006). Distinctions that matter: Ethical differences at large and small newspapers. Journalism & Mass Communication Quarterly, 83(4), 851-864.",https://doi.org/10.1177/107769900608300408,"""Community and small-town journalism refers to a broad category of news including publications that focus on people who share particular cultural interests or who share residency in a limited geographical location, or both. [...] Community and small-town news publications are engines of social capital.""","Poepsel, M. (2019, 29 Apr). Community and Small-Town Journalism. https://doi.org/10.1002/9781118841570.iejs0120",,,,
DAE28080,Snapchat Journalism,Medium,,,2014-10-14T12:59:12+0000',5,"Bell, E. J., Owen, T., Brown, P. D., Hauka, C., & Rashidian, N. (2017). The platform press: How Silicon Valley reengineered journalism.",https://doi.org/10.7916/D8B86MN4,"Newman, N. (2017). Journalism, media, and technology trends and predictions 2017.",,"Soffer, O. (2016). The oral paradigm and Snapchat. Social Media+ Society, 2(3), 2056305116666306.",https://doi.org/10.1177/2056305116666306,,,,,,
0AB2299C,Social Journalism,Medium,,,1974-06-01T05:00:00+0000',2160,"Hermida, A. (2012). Social journalism: Exploring how social media is shaping journalism. The handbook of global online journalism, 12, 309-328.",,"Singer, J. B. (2012). The ethics of social journalism. Australian journalism review, 34(1), 3-16.",https://search.informit.org/doi/10.3316/informit.612380842605753,"Negrea, X. (2019). Social journalism in online world. Conceptual delimitations. Social Sciences and Education Research Review, 6(1), 227-234.",,"""[...] ""social journalism"" - that involves work done by journalists within the social network that constitutes the contemporary media universe. Social journalism is a form of the craft that is more self-consciously open and participatory than the sort we were practising, teaching or studying just a few years ago.""","Singer, J. B. (2012). The ethics of social journalism. Australian Journalism Review, 34(1), 3–16.",,,,
45A4784D,Social Empathy Journalism,Beat,,,null,18,"Schudson, M. (2008). News and Democratic Society: past, present, and future. Hedgehog Review, 10(2), 7-21.",,,,,,,,,,,
28548C70,Social Media Journalism,Medium,,,2010-04-21T23:21:09+0000',1780,"Newman, N. (2009). The rise of social media and its impact on mainstream journalism.",,"Hermida, A., Fletcher, F., Korell, D., & Logan, D. (2012). Share, like, recommend: Decoding the social media news consumer. Journalism studies, 13(5-6), 815-824.",https://doi.org/10.1080/1461670X.2012.664430,"Diakopoulos, N., De Choudhury, M., & Naaman, M. (2012, May). Finding and assessing social media information sources in the context of journalism. In Proceedings of the SIGCHI conference on human factors in computing systems (pp. 2451-2460). ACM.",https://doi.org/10.1145/2207676.2208409,,,,,,
E83D7264,Solutions Journalism,Motivation,,,2011-12-21T01:48:10+0000',1140,"Benesch, S. (1998). The rise of solutions journalism. Columbia Journalism Review, 36(6), 36.",,"Curry, A. L., & Hammonds, K. H. (2014). The power of solutions journalism. Solutions Journalism Network, 7.",,"McIntyre, K. (2019). Solutions journalism: The effects of including solution information in news stories about social problems. Journalism Practice, 13(1), 16-34.",https://doi.org/10.1080/17512786.2017.1409647,"""Solutions journalism is rigorous and compelling reporting about responses to socail problems. It investigates and explains, in a critical and clear-eyed way, examples of people working toward solutions. It focuses not just on what may be working, but how and why it appears to be working, or alternatively, why it may be stumbling.""","Zitiert nach solutionsjournalism.org Krüger, U. Solutions Journalism. In: Deutscher Fachjournalisten-Verband (Hrsg.), Journalistische Genres (2017). 95-114.",,,,
33D4B638,Sound-bite Journalism,"Technology, Medium",,,1992-07-03T05:00:00+0000',224,"Rinke, E. M. (2016). The impact of sound-bite journalism on public argument. Journal of Communication, 66(4), 625-645.",https://doi.org/10.1111/jcom.12246,"Hallin, D. C. (1992). Sound bite news: Television coverage of elections, 1968–1988. Journal of communication, 42(2), 5-24.",https://doi.org/10.1111/j.1460-2466.1992.tb00775.x,"Bucy, E. P., & Grabe, M. E. (2007). Taking television seriously: A sound and image bite analysis of presidential campaign coverage, 1992–2004. Journal of Communication, 57(4), 652-675.",https://doi.org/10.1111/j.1460-2466.2007.00362.x,,,,,,
A051FA56,Spatial Journalism,"Location, Technology",,,null,69,"Schmitz Weiss, A. (2015). Place-based knowledge in the twenty-first century: The creation of spatial journalism. Digital Journalism, 3(1), 116-131.",https://doi.org/10.1080/21670811.2014.928107,"Pan, Z. (2000). Spatial configuration in institutional change: A case of China's journalism reforms. Journalism, 1(3), 253-281.",https://doi.org/10.1177/146488490000100302,"Peters, C. (2012). Journalism to go: The changing spaces of news consumption. Journalism Studies, 13(5-6), 695-705.",https://doi.org/10.1080/1461670X.2012.662405,"""Spatial journalism is a theoretical framework that examines the intersection between journalism, mobile technology, and location‐based services. [...] [It] provides one perspective of expanding the possibilities of location in the digital and mobile media era.""","Schmitz-Weiss, A. (2019, 29 Apr). Spatial Journalism. https://doi.org/10.1002/9781118841570.iejs0143",,,,
1CC020D2,Special Interest Journalism,Beat,,,null,30,"McManus, J. H. (1997). Who's responsible for journalism?. Journal of Mass Media Ethics, 12(1), 5-17.",https://doi.org/10.1207/s15327728jmme1201_1,"Ward, S. J. (2005). Philosophical foundations for global journalism ethics. Journal of Mass Media Ethics, 20(1), 3-21.",https://doi.org/10.1207/s15327728jmme2001_2,"Van Zoonen, L. (2002). One of the girls?: The changing gender of journalism. In News, gender and power (pp. 45-58). Routledge.",,,,,,,
8BACCF7E,Speed-driven Journalism,Motivation,,,null,62,"Lee, A. M. (2015). Social media and speed-driven journalism: Expectations and practices. International Journal on Media Management, 17(4), 217-239.",https://doi.org/10.1080/14241277.2015.1107566,"Lee, A. M. C. (2014). How fast is too fast?: examining the impact of speed-driven journalism on news production and audience reception (Doctoral dissertation).",,"Wiener, J. (2011). The Americanization of the British Press, 1830s-1914: Speed in the Age of Transatlantic Journalism. Springer.",,,,,,,
E3EB6ECE,Sports Journalism,Beat,,,1941-09-19T05:00:00+0000',10700,"Boyle, R. (2006). Sports journalism: Context and issues. Sage.",,"Rowe, D. (2007). Sports journalism: Still thetoy department'of the news media?. Journalism, 8(4), 385-405.",https://doi.org/10.1177/1464884907078657,"Sheffer, M. L., & Schultz, B. (2010). Paradigm shift or passing fad? Twitter and sports journalism. International Journal of Sport Communication, 3(4), 472-484.",https://doi.org/10.1123/ijsc.3.4.472,"""Sports journalism is a popular area of contemporary media that has a long history of delivering results, analysis, and opinion to both broad and specialized audiences.""","English, P. (2018, Jun). Sports Journalism. Doi: 10.1093/acrefore/9780190228613.013.873",,,,
268424DB,Structured Journalism,Technology,,,null,195,"Caswell, D., & Dörr, K. (2018). Automated Journalism 2.0: Event-driven narratives: From simple descriptions to real stories. Journalism practice, 12(4), 477-496.",https://doi.org/10.1080/17512786.2017.1320773,"Wahl-Jorgensen, K., & Hanitzsch, T. (Eds.). (2009). The handbook of journalism studies. Routledge.",,"Caswell, D., Russell, F., & Adair, B. (2015, October). Editorial aspects of reporting into structured narratives. In Proceedings of the 2015 Computation+ Journalism Symposium.",,"""Unter dem Oberbegriff Structured Journalism wird eine Reihe von Anwendungen zusammengefasst, die eine Strukturierung und Beschreibung journalistisch gewonnener Informationen und Daten mithilfe von Metadaten vereinheitlichen sollen und so erweiterte Nutzungsformen hervorbringen können. Es handelt sich dabei weniger um ein neues Genre journalistischer Arbeit als vielmehr um eine sekundäre Dienstleistung, die der zunehmenden Digitalisierung journalistischer Produkte Rechnung trägt.""","Raetzsch, C. Structured Journalism. In: Deutscher Fachjournalisten-Verband (Hrsg.), Journalistische Genres (2017). 217-225.",,,,
19A51E4F,Student Journalism,"Audience, Motivation",,,1911-06-04T05:00:00+0000',1750,"Meyer, P. (1987). Ethical journalism: A guide for students, practitioners, and consumers. New York: Longman.",,"McGarity, N. (2009). Student Journalism. In: Encyclopedia of Journalism. 1348-1350. http://dx.doi.org/10.4135/9781412972048.n370",,"Sparks, C., & Splichal, S. (1994). Journalists for the 21st century. Tendencies of professionalization among first-year students in 22 countries. Norwood NJ: Ablex.",,,,,,,
67ADD029,Subjective Journalism,Motivation,,,1972-04-30T05:00:00+0000',337,"Coward, R. (2013). Speaking personally: the rise of subjective and confessional journalism. Macmillan International Higher Education.",,"Ryan, M. (2001). Journalistic ethics, objectivity, existential journalism, standpoint epistemology, and public journalism. Journal of Mass Media Ethics, 16(1), 3-22.",https://doi.org/10.1207/S15327728JMME1601_2,"Murphy, J. E. (1974). The new journalism: a critical perspective. Journalism and Communication Monographs, 34.",,,,,,,
80C55630,Supreme Court Journalism,Beat,,,1999-03-05T05:00:00+0000',53,"Greenhouse, L. (1995). Telling the court's story: Justice and journalism at the Supreme Court. Yale LJ, 105, 1537.",,"Marshall, W. P., & Gilles, S. (1994). The Supreme Court, the First Amendment, and Bad Journalism. The Supreme Court Review, 1994, 169-208.",,"Davis, R. (2011). Justices and journalists: The US Supreme Court and the media. Cambridge University Press.",,,,,,,
871C0B62,System-critical Journalism,"Motivation, Organization",,,null,0,,,,,,,,,,,,
6558B10C,Systemjournalismus,Motivation,,,null,2,"Rieg, T. Die Corona-Berichterstattung ist kein Leuchtturm der Orientierung.",10.1453/2569-152X-22020-10684-de,,,,,,,,,,
